ICD9,ICD9 Label,Valid_2014,Valid_2015,AGE_AT_DIAG,SEX_COND,CC_AGE_SPLIT,CC_SEX_SPLIT,CC,Additional_CC
73098,Bone infect NOS-oth site,Y,Y,,,,,55,
73099,Bone infect NOS-mult,Y,Y,,,,,55,
73340,Asept necrosis bone NOS,Y,Y,,,,,55,
73341,Aseptic necrosis humerus,Y,Y,,,,,55,
73342,Aseptic necrosis femur,Y,Y,,,,,55,
73343,Asept necro femur condyl,Y,Y,,,,,55,
73344,Aseptic necrosis talus,Y,Y,,,,,55,
73345,Aseptic necrosis of jaw,Y,Y,,,,,55,
73349,Asept necrosis bone NEC,Y,Y,,,,,55,
1361,Behcet's syndrome,Y,Y,,,,,56,
4460,Polyarteritis nodosa,Y,Y,,,,,56,
4461,Mucocutan lymph node syn,Y,Y,,,,,56,
44620,Hypersensit angiitis NOS,Y,Y,,,,,56,
44621,Goodpasture's syndrome,Y,Y,,,,,56,
44629,Hypersensit angiitis NEC,Y,Y,,,,,56,
4463,Lethal midline granuloma,Y,Y,,,,,56,
4464,Wegener's granulomatosis,Y,Y,,,,,56,
4466,Thrombot microangiopathy,Y,Y,,,,,56,
4467,Takayasu's disease,Y,Y,,,,,56,
6960,Psoriatic arthropathy,Y,Y,,,,,56,
7101,Systemic sclerosis,Y,Y,,,,,56,
7103,Dermatomyositis,Y,Y,,,,,56,
7104,Polymyositis,Y,Y,,,,,56,
71120,Behcet arthritis-unspec,Y,Y,,,,,56,
71121,Behcet arthritis-shlder,Y,Y,,,,,56,
71122,Behcet arthritis-up/arm,Y,Y,,,,,56,
71123,Behcet arthritis-forearm,Y,Y,,,,,56,
71124,Behcet arthritis-hand,Y,Y,,,,,56,
71125,Behcet arthritis-pelvis,Y,Y,,,,,56,
71126,Behcet arthritis-l/leg,Y,Y,,,,,56,
71127,Behcet arthritis-ankle,Y,Y,,,,,56,
71128,Behcet arthritis NEC,Y,Y,,,,,56,
71129,Behcet arthritis-mult,Y,Y,,,,,56,
7140,Rheumatoid arthritis,Y,Y,,,,,56,
7141,Felty's syndrome,Y,Y,,,,,56,
7142,Syst rheum arthritis NEC,Y,Y,,,,,56,
71430,Juv rheum arthritis NOS,Y,Y,,,,,56,
71431,Polyart juv rheum arthr,Y,Y,,,,,56,
71432,Pauciart juv rheum arthr,Y,Y,,,,,56,
71433,Monoart juv rheum arthr,Y,Y,,,,,56,
71481,Rheumatoid lung,Y,Y,,,,,56,
7200,Ankylosing spondylitis,Y,Y,,,,,56,
0993,Reiter's disease,Y,Y,,,,,57,
4465,Giant cell arteritis,Y,Y,,,,,57,
7100,Syst lupus erythematosus,Y,Y,,,,,57,
7102,Sicca syndrome,Y,Y,,,,,57,
7105,Eosinophilia myalgia snd,Y,Y,,,,,57,
7108,Diff connect tis dis NEC,Y,Y,,,,,57,
7109,Diff connect tis dis NOS,Y,Y,,,,,57,
71110,Reiter arthritis-unspec,Y,Y,,,,,57,
71111,Reiter arthritis-shlder,Y,Y,,,,,57,
71112,Reiter arthritis-up/arm,Y,Y,,,,,57,
71113,Reiter arthritis-forearm,Y,Y,,,,,57,
71114,Reiter arthritis-hand,Y,Y,,,,,57,
71115,Reiter arthritis-pelvis,Y,Y,,,,,57,
71116,Reiter arthritis-l/leg,Y,Y,,,,,57,
71117,Reiter arthritis-ankle,Y,Y,,,,,57,
71118,Reiter arthritis NEC,Y,Y,,,,,57,
71119,Reiter arthritis-mult,Y,Y,,,,,57,
7144,Chr postrheum arthritis,Y,Y,,,,,57,
71489,Inflamm polyarthrop NEC,Y,Y,,,,,57,
7149,Inflamm polyarthrop NOS,Y,Y,,,,,57,
725,Polymyalgia rheumatica,Y,Y,,,,,57,
75650,Osteodystrophy NOS,Y,Y,,,,,61,
75651,Osteogenesis imperfecta,Y,Y,,,,,61,
75652,Osteopetrosis,Y,Y,,,,,61,
75654,Polyostotic fibros dyspl,Y,Y,,,,,61,
75655,Chondroectoderm dysplas,Y,Y,,,,,61,
75656,Mult epiphyseal dysplas,Y,Y,,,,,61,
75659,Osteodystrophy NEC,Y,Y,,,,,61,
71875,Dev dis jt-pelvic/thigh,Y,Y,,,,,62,
7320,Juv osteochondros spine,Y,Y,,,,,62,
7321,Juv osteochondros pelvis,Y,Y,,,,,62,
7322,Femoral epiphysiolysis,Y,Y,,,,,62,
75430,"Cong hip disloc, unilat",Y,Y,,,,,62,
75431,"Congen hip disloc, bilat",Y,Y,,,,,62,
75432,"Cong hip sublux, unilat",Y,Y,,,,,62,
75433,"Cong hip sublux, bilat",Y,Y,,,,,62,
75435,Cong hip disloc w sublux,Y,Y,,,,,62,
75561,Congenital coxa valga,Y,Y,,,,,62,
75562,Congenital coxa vara,Y,Y,,,,,62,
75563,Cong hip deformity NEC,Y,Y,,,,,62,
7564,Chondrodystrophy,Y,Y,,,,,62,
75683,Ehlers-danlos syndrome,Y,Y,,,,,62,
75982,Marfan syndrome,Y,Y,,,,,62,
74900,Cleft palate NOS,Y,Y,,,,,63,
74901,Unilat cleft palate-comp,Y,Y,,,,,63,
74902,Unilat cleft palate-inc,Y,Y,,,,,63,
74903,Bilat cleft palate-compl,Y,Y,,,,,63,
74904,Bilat cleft palate-inc,Y,Y,,,,,63,
74910,Cleft lip NOS,Y,Y,,,,,63,
74911,Unilat cleft lip-compl,Y,Y,,,,,63,
74912,Unilat cleft lip-imcompl,Y,Y,,,,,63,
74913,Bilat cleft lip-complete,Y,Y,,,,,63,
74914,Bilat cleft lip-incompl,Y,Y,,,,,63,
74920,Cleft palate & lip NOS,Y,Y,,,,,63,
74921,Unil cleft palat/lip-com,Y,Y,,,,,63,
74922,Unil cleft palat/lip-inc,Y,Y,,,,,63,
74923,Bilat clft palat/lip-com,Y,Y,,,,,63,
74924,Bilat clft palat/lip-inc,Y,Y,,,,,63,
74925,Cleft palate & lip NEC,Y,Y,,,,,63,
7503,Cong esoph fistula/atres,Y,Y,,,age < 2,,64,
7535,Bladder exstrophy,Y,Y,,,age < 2,,64,
7566,Anomalies of diaphragm,Y,Y,,,age < 2,,64,
75671,Prune belly syndrome,Y,Y,,,age < 2,,64,
75672,Omphalocele,Y,Y,,,age < 2,,64,
75673,Gastroschisis,Y,Y,,,age < 2,,64,
2860,Cong factor viii diord,Y,Y,,,,male,66,
2861,Cong factor IX disorder,Y,Y,,,,male,66,
23872,Low grde myelody syn les,Y,Y,,,,,67,
23873,Hi grde myelodys syn les,Y,Y,,,,,67,
23874,Myelodyspls syn w 5q del,Y,Y,,,,,67,
23875,Myelodysplastic synd NOS,Y,Y,,,,,67,
23876,Myelofi w myelo metaplas,Y,Y,,,,,67,
23877,Post tp lymphprolif dis,Y,Y,,,,,67,
28983,Myelofibrosis,Y,Y,,,,,67,
28401,Constitution RBC aplasia,Y,Y,,,,,68,
28409,Const aplastc anemia NEC,Y,Y,,,,,68,
2842,Myelophthisis,Y,Y,,,,,68,
28481,Red cell aplasia,Y,Y,,,,,68,
28489,Aplastic anemias NEC,Y,Y,,,,,68,
2849,Aplastic anemia NOS,Y,Y,,,,,68,
2830,Autoimmun hemolytic anem,Y,Y,,,,,69,
28310,Nonauto hem anemia NOS,Y,Y,,,,,69,
28311,Hemolytic uremic synd,Y,Y,,,,,69,
28319,Oth nonauto hem anemia,Y,Y,,,,,69,
2832,Hemolytic hemoglobinuria,Y,Y,,,,,69,
2839,Acq hemolytic anemia NOS,Y,Y,,,,,69,
7730,NB hemolyt dis:rh isoimm,Y,Y,age = 0,,,,69,
7731,NB hemolyt dis-abo isoim,Y,Y,age = 0,,,,69,
7732,NB hemolyt dis-isoim NEC,Y,Y,age = 0,,,,69,
7735,NB late anemia:isoimmun,Y,Y,age = 0,,,,69,
28261,Hb-SS disease w/o crisis,Y,Y,,,,,70,
28262,Hb-SS disease w crisis,Y,Y,,,,,70,
28243,Alpha thalassemia,Y,Y,,,,,71,
28244,Beta thalassemia,Y,Y,,,,,71,
28247,Hgb E-beta thalassemia,Y,Y,,,,,71,
27910,Immundef t-cell def NOS,Y,Y,,,,,73,
27911,Digeorge's syndrome,Y,Y,,,,,73,
27912,Wiskott-aldrich syndrome,Y,Y,,,,,73,
27913,Nezelof's syndrome,Y,Y,,,,,73,
2792,Combined immunity defic,Y,Y,,,,,73,
27900,Hypogammaglobulinem NOS,Y,Y,,,,,74,
27901,Selective iga immunodef,Y,Y,,,,,74,
27902,Selective IgM immunodef,Y,Y,,,,,74,
27903,Selective ig defic NEC,Y,Y,,,,,74,
27904,Cong hypogammaglobulinem,Y,Y,,,,,74,
27905,Immunodefic w hyper-igm,Y,Y,,,,,74,
27906,Common variabl immunodef,Y,Y,,,,,74,
27909,Humoral immunity def NEC,Y,Y,,,,,74,
27919,Defic cell immunity NOS,Y,Y,,,,,74,
2793,Immunity deficiency NOS,Y,Y,,,,,74,
27941,Autoimmun lymphprof synd,Y,Y,,,,,74,
27949,Autoimmune disease NEC,Y,Y,,,,,74,
2798,Immune mechanism dis NEC,Y,Y,,,,,74,
2799,Immune mechanism dis NOS,Y,Y,,,,,74,
28801,Congenital neutropenia,Y,Y,,,,,74,
28802,Cyclic neutropenia,Y,Y,,,,,74,
2881,Function dis neutrophils,Y,Y,,,,,74,
2882,Genetic anomaly leukocyt,Y,Y,,,,,74,
2884,Hemophagocytic syndromes,Y,Y,,,,,74,
2384,Polycythemia vera,Y,Y,,,,,75,
23871,Essntial thrombocythemia,Y,Y,,,,,75,
23879,Lymph/hematpoitc tis NEC,Y,Y,,,,,75,
2850,Sideroblastic anemia,Y,Y,,,,,75,
2860,Cong factor viii diord,Y,Y,,,,female,75,
2861,Cong factor IX disorder,Y,Y,,,,female,75,
2862,Cong factor xi disorder,Y,Y,,,,,75,
2863,Cong def clot factor NEC,Y,Y,,,,,75,
2864,Von willebrand's disease,Y,Y,,,,,75,
28652,Acquired hemophilia,Y,Y,,,,,75,
28653,Antiphospholipid w hemor,Y,Y,,,,,75,
28659,Ot hem d/t circ anticoag,Y,Y,,,,,75,
2866,Defibrination syndrome,Y,Y,,,,,75,
2867,Acq coagul factor defic,Y,Y,,,,,75,
2869,Coagulat defect NEC/NOS,Y,Y,,,,,75,
2871,Thrombocytopathy,Y,Y,,,,,75,
28730,Prim thrombocytopen NOS,Y,Y,,,,,75,
28731,Immune thrombocyt purpra,Y,Y,,,,,75,
28732,Evans' syndrome,Y,Y,,,,,75,
28733,Cong/herid thromb purpra,Y,Y,,,,,75,
28739,Prim thrombocytopen NEC,Y,Y,,,,,75,
28981,Prim hypercoagulable st,Y,Y,,,,,75,
28982,Sec hypercoagulable st,Y,Y,,,,,75,
28984,Heparin-indu thrombocyto,Y,Y,,,,,75,
7760,NB hemorrhagic disease,Y,Y,age = 0,,,,75,
7761,Neonatal thrombocytopen,Y,Y,age = 0,,,,75,
7762,Dissem intravasc coag NB,Y,Y,age = 0,,,,75,
7763,Oth neonatal coag dis,Y,Y,age = 0,,,,75,
7767,Neonatal neutropenia,Y,Y,age = 0,,,,75,
2920,Drug withdrawal,Y,Y,,,,,81,
29211,Drug psych disor w delus,Y,Y,,,,,81,
29212,Drug psy dis w hallucin,Y,Y,,,,,81,
2922,Pathologic drug intox,Y,Y,,,,,81,
29281,Drug-induced delirium,Y,Y,,,,,81,
29282,Drug persisting dementia,Y,Y,,,,,81,
29283,Drug persist amnestc dis,Y,Y,,,,,81,
29284,Drug-induced mood disord,Y,Y,,,,,81,
29285,Drug induced sleep disor,Y,Y,,,,,81,
29289,Drug mental disorder NEC,Y,Y,,,,,81,
2929,Drug mental disorder NOS,Y,Y,,,,,81,
76070,Nox sub NOS aff NB/fetus,Y,Y,,,age < 2,,81,
76072,Matern narc aff NB/fetus,Y,Y,,,age < 2,,81,
76073,Matern halluc af NB/fet,Y,Y,,,age < 2,,81,
76074,Mat anti-inf aff NB/fet,Y,Y,,,age < 2,,81,
76075,Mat cocaine aff NB/fet,Y,Y,,,age < 2,,81,
76076,Maternal DES af NB/fetus,Y,Y,,,age < 2,,81,
76077,Mat anticonv aff NB/fet,Y,Y,age = 0,,,,81,
76078,Mat antimetabol aff NB,Y,Y,age = 0,,,,81,
76079,Nox sub NEC aff NB/fetus,Y,Y,,,age < 2,,81,
7794,NB drug reaction/intoxic,Y,Y,age = 0,,,,81,
7795,NB drug withdrawal syndr,Y,Y,age = 0,,,,81,
30400,Opioid dependence-unspec,Y,Y,,,,,82,
30401,Opioid dependence-contin,Y,Y,,,,,82,
30402,Opioid dependence-episod,Y,Y,,,,,82,
30403,Opioid dependence-remiss,Y,Y,,,,,82,
30410,"Sed,hyp,anxiolyt dep-NOS",Y,Y,,,,,82,
30411,"Sed,hyp,anxiolyt dep-con",Y,Y,,,,,82,
30412,"Sed,hyp,anxiolyt dep-epi",Y,Y,,,,,82,
30413,"Sed,hyp,anxiolyt dep-rem",Y,Y,,,,,82,
30420,Cocaine depend-unspec,Y,Y,,,,,82,
30421,Cocaine depend-contin,Y,Y,,,,,82,
30422,Cocaine depend-episodic,Y,Y,,,,,82,
30423,Cocaine depend-remiss,Y,Y,,,,,82,
30440,Amphetamin depend-unspec,Y,Y,,,,,82,
30441,Amphetamin depend-contin,Y,Y,,,,,82,
30442,Amphetamin depend-episod,Y,Y,,,,,82,
30443,Amphetamin depend-remiss,Y,Y,,,,,82,
30450,Hallucinogen dep-unspec,Y,Y,,,,,82,
30451,Hallucinogen dep-contin,Y,Y,,,,,82,
30452,Hallucinogen dep-episod,Y,Y,,,,,82,
30453,Hallucinogen dep-remiss,Y,Y,,,,,82,
30460,Drug depend NEC-unspec,Y,Y,,,,,82,
30461,Drug depend NEC-contin,Y,Y,,,,,82,
30462,Drug depend NEC-episodic,Y,Y,,,,,82,
30463,Drug depend NEC-in rem,Y,Y,,,,,82,
30470,Opioid/other dep-unspec,Y,Y,,,,,82,
30471,Opioid/other dep-contin,Y,Y,,,,,82,
30472,Opioid/other dep-episod,Y,Y,,,,,82,
30473,Opioid/other dep-remiss,Y,Y,,,,,82,
30480,Comb drug dep NEC-unspec,Y,Y,,,,,82,
30481,Comb drug dep NEC-contin,Y,Y,,,,,82,
30482,Comb drug dep NEC-episod,Y,Y,,,,,82,
30483,Comb drug dep NEC-remiss,Y,Y,,,,,82,
30490,Drug depend NOS-unspec,Y,Y,,,,,82,
30491,Drug depend NOS-contin,Y,Y,,,,,82,
30492,Drug depend NOS-episodic,Y,Y,,,,,82,
30493,Drug depend NOS-remiss,Y,Y,,,,,82,
29500,Simpl schizophren-unspec,Y,Y,,,,,87,
29501,Simpl schizophren-subchr,Y,Y,,,,,87,
29502,Simple schizophren-chr,Y,Y,,,,,87,
29503,Simp schiz-subchr/exacer,Y,Y,,,,,87,
29504,Simpl schizo-chr/exacerb,Y,Y,,,,,87,
29505,Simpl schizophren-remiss,Y,Y,,,,,87,
29510,Hebephrenia-unspec,Y,Y,,,,,87,
29511,Hebephrenia-subchronic,Y,Y,,,,,87,
29512,Hebephrenia-chronic,Y,Y,,,,,87,
29513,Hebephren-subchr/exacerb,Y,Y,,,,,87,
29514,Hebephrenia-chr/exacerb,Y,Y,,,,,87,
29515,Hebephrenia-remission,Y,Y,,,,,87,
29520,Catatonia-unspec,Y,Y,,,,,87,
29521,Catatonia-subchronic,Y,Y,,,,,87,
29522,Catatonia-chronic,Y,Y,,,,,87,
29523,Catatonia-subchr/exacerb,Y,Y,,,,,87,
29524,Catatonia-chr/exacerb,Y,Y,,,,,87,
29525,Catatonia-remission,Y,Y,,,,,87,
29530,Paranoid schizo-unspec,Y,Y,,,,,87,
29531,Paranoid schizo-subchr,Y,Y,,,,,87,
29532,Paranoid schizo-chronic,Y,Y,,,,,87,
29533,Paran schizo-subchr/exac,Y,Y,,,,,87,
29534,Paran schizo-chr/exacerb,Y,Y,,,,,87,
29535,Paranoid schizo-remiss,Y,Y,,,,,87,
29540,Schizophreniform dis NOS,Y,Y,,,,,87,
29541,Schizophrenic dis-subchr,Y,Y,,,,,87,
29542,Schizophren dis-chronic,Y,Y,,,,,87,
29543,Schizo dis-subchr/exacer,Y,Y,,,,,87,
29544,Schizophr dis-chr/exacer,Y,Y,,,,,87,
29545,Schizophrenic dis-remiss,Y,Y,,,,,87,
29550,Latent schizophren-unsp,Y,Y,,,,,87,
29551,Lat schizophren-subchr,Y,Y,,,,,87,
29552,Latent schizophren-chr,Y,Y,,,,,87,
29553,Lat schizo-subchr/exacer,Y,Y,,,,,87,
29554,Latent schizo-chr/exacer,Y,Y,,,,,87,
29555,Lat schizophren-remiss,Y,Y,,,,,87,
29560,Schizophr dis resid NOS,Y,Y,,,,,87,
29561,Schizoph dis resid-subch,Y,Y,,,,,87,
29562,Schizophr dis resid-chr,Y,Y,,,,,87,
29563,Schizo resid subchr/exac,Y,Y,,,,,87,
29564,Schizoph resid-chro/exac,Y,Y,,,,,87,
29565,Schizoph dis resid-remis,Y,Y,,,,,87,
29570,Schizoaffective dis NOS,Y,Y,,,,,87,
29571,Schizoaffectv dis-subchr,Y,Y,,,,,87,
29572,Schizoaffective dis-chr,Y,Y,,,,,87,
29573,Schizoaff dis-subch/exac,Y,Y,,,,,87,
29574,Schizoafftv dis-chr/exac,Y,Y,,,,,87,
29575,Schizoaffectve dis-remis,Y,Y,,,,,87,
29580,Schizophrenia NEC-unspec,Y,Y,,,,,87,
29581,Schizophrenia NEC-subchr,Y,Y,,,,,87,
29582,Schizophrenia NEC-chr,Y,Y,,,,,87,
29583,Schizo NEC-subchr/exacer,Y,Y,,,,,87,
29584,Schizo NEC-chr/exacerb,Y,Y,,,,,87,
29585,Schizophrenia NEC-remiss,Y,Y,,,,,87,
29590,Schizophrenia NOS-unspec,Y,Y,,,,,87,
29591,Schizophrenia NOS-subchr,Y,Y,,,,,87,
29592,Schizophrenia NOS-chr,Y,Y,,,,,87,
29593,Schizo NOS-subchr/exacer,Y,Y,,,,,87,
29594,Schizo NOS-chr/exacerb,Y,Y,,,,,87,
29595,Schizophrenia NOS-remiss,Y,Y,,,,,87,
29600,Bipol I single manic NOS,Y,Y,,,,,88,
29601,Bipol I single manc-mild,Y,Y,,,,,88,
29602,Bipol I single manic-mod,Y,Y,,,,,88,
29603,Bipol I sing-sev w/o psy,Y,Y,,,,,88,
29604,Bipo I sin man-sev w psy,Y,Y,,,,,88,
29605,Bipol I sing man rem NOS,Y,Y,,,,,88,
29606,Bipol I single manic rem,Y,Y,,,,,88,
29610,Recur manic dis-unspec,Y,Y,,,,,88,
29611,Recur manic dis-mild,Y,Y,,,,,88,
29612,Recur manic dis-mod,Y,Y,,,,,88,
29613,Recur manic dis-severe,Y,Y,,,,,88,
29614,Recur manic-sev w psycho,Y,Y,,,,,88,
29615,Recur manic-part remiss,Y,Y,,,,,88,
29616,Recur manic-full remiss,Y,Y,,,,,88,
29620,Depress psychosis-unspec,Y,Y,,,,,88,
29621,Depress psychosis-mild,Y,Y,,,,,88,
29622,Depressive psychosis-mod,Y,Y,,,,,88,
29623,Depress psychosis-severe,Y,Y,,,,,88,
29624,Depr psychos-sev w psych,Y,Y,,,,,88,
29625,Depr psychos-part remiss,Y,Y,,,,,88,
29626,Depr psychos-full remiss,Y,Y,,,,,88,
29630,Recurr depr psychos-unsp,Y,Y,,,,,88,
29631,Recurr depr psychos-mild,Y,Y,,,,,88,
29632,Recurr depr psychos-mod,Y,Y,,,,,88,
29633,Recur depr psych-severe,Y,Y,,,,,88,
29634,Rec depr psych-psychotic,Y,Y,,,,,88,
29635,Recur depr psyc-part rem,Y,Y,,,,,88,
29636,Recur depr psyc-full rem,Y,Y,,,,,88,
29640,Bipol I currnt manic NOS,Y,Y,,,,,88,
29641,Bipol I curnt manic-mild,Y,Y,,,,,88,
29642,Bipol I currnt manic-mod,Y,Y,,,,,88,
29643,Bipol I manc-sev w/o psy,Y,Y,,,,,88,
29644,Bipol I manic-sev w psy,Y,Y,,,,,88,
29645,Bipol I cur man part rem,Y,Y,,,,,88,
29646,Bipol I cur man full rem,Y,Y,,,,,88,
29650,Bipol I cur depres NOS,Y,Y,,,,,88,
29651,Bipol I cur depress-mild,Y,Y,,,,,88,
29652,Bipol I cur depress-mod,Y,Y,,,,,88,
29653,Bipol I curr dep w/o psy,Y,Y,,,,,88,
29654,Bipol I currnt dep w psy,Y,Y,,,,,88,
29655,Bipol I cur dep rem NOS,Y,Y,,,,,88,
29656,Bipol I currnt dep remis,Y,Y,,,,,88,
29660,Bipol I currnt mixed NOS,Y,Y,,,,,88,
29661,Bipol I currnt mix-mild,Y,Y,,,,,88,
29662,Bipol I currnt mixed-mod,Y,Y,,,,,88,
29663,Bipol I cur mix w/o psy,Y,Y,,,,,88,
29664,Bipol I cur mixed w psy,Y,Y,,,,,88,
29665,Bipol I cur mix-part rem,Y,Y,,,,,88,
29666,Bipol I cur mixed remiss,Y,Y,,,,,88,
2967,Bipolor I current NOS,Y,Y,,,,,88,
29680,Bipolar disorder NOS,Y,Y,,,,,88,
29681,Atypical manic disorder,Y,Y,,,,,88,
29682,Atypical depressive dis,Y,Y,,,,,88,
29689,Bipolar disorder NEC,Y,Y,,,,,88,
29690,Episodic mood disord NOS,Y,Y,,,,,88,
29699,Episodic mood disord NEC,Y,Y,,,,,88,
E9500,Poison-analgesics,Y,Y,,,,,88,
E9501,Poison-barbiturates,Y,Y,,,,,88,
E9502,Poison-sedat/hypnotic,Y,Y,,,,,88,
E9503,Poison-psychotropic agt,Y,Y,,,,,88,
E9504,Poison-drug/medicin NEC,Y,Y,,,,,88,
E9505,Poison-drug/medicin NOS,Y,Y,,,,,88,
E9506,Poison-agricult agent,Y,Y,,,,,88,
E9507,Poison-corrosiv/caustic,Y,Y,,,,,88,
E9508,Poison-arsenic,Y,Y,,,,,88,
E9509,Poison-solid/liquid NEC,Y,Y,,,,,88,
E9510,Poison-piped gas,Y,Y,,,,,88,
E9511,Poison-gas in container,Y,Y,,,,,88,
E9518,Poison-utility gas NEC,Y,Y,,,,,88,
E9520,Poison-exhaust gas,Y,Y,,,,,88,
E9521,Poison-co NEC,Y,Y,,,,,88,
E9528,Poison-gas/vapor NEC,Y,Y,,,,,88,
E9529,Poison-gas/vapor NOS,Y,Y,,,,,88,
E9530,Injury-hanging,Y,Y,,,,,88,
E9531,Injury-suff w plas bag,Y,Y,,,,,88,
E9538,Injury-strang/suff NEC,Y,Y,,,,,88,
E9539,Injury-strang/suff NOS,Y,Y,,,,,88,
E954,Injury-submersion,Y,Y,,,,,88,
E9550,Injury-handgun,Y,Y,,,,,88,
E9551,Injury-shotgun,Y,Y,,,,,88,
E9552,Injury-hunting rifle,Y,Y,,,,,88,
E9553,Injury-military firearm,Y,Y,,,,,88,
E9554,Injury-firearm NEC,Y,Y,,,,,88,
E9555,Injury-explosives,Y,Y,,,,,88,
E9556,Self inflict acc-air gun,Y,Y,,,,,88,
E9557,Self inj-paintball gun,Y,Y,,,,,88,
E9559,Injury-firearm/expl NOS,Y,Y,,,,,88,
E956,Injury-cut instrument,Y,Y,,,,,88,
E9570,Injury-jump fm residence,Y,Y,,,,,88,
E9571,Injury-jump fm struc NEC,Y,Y,,,,,88,
E9572,Injury-jump fm natur sit,Y,Y,,,,,88,
E9579,Injury-jump NEC,Y,Y,,,,,88,
E9580,Injury-moving object,Y,Y,,,,,88,
E9581,"Injury-burn, fire",Y,Y,,,,,88,
E9582,Injury-scald,Y,Y,,,,,88,
E9583,Injury-extreme cold,Y,Y,,,,,88,
E9584,Injury-electrocution,Y,Y,,,,,88,
E9585,Injury-motor veh crash,Y,Y,,,,,88,
E9586,Injury-aircraft crash,Y,Y,,,,,88,
E9587,Injury-caustic substance,Y,Y,,,,,88,
E9588,Injury-NEC,Y,Y,,,,,88,
E9589,Injury-NOS,Y,Y,,,,,88,
E959,Late eff of self-injury,Y,Y,,,,,88,
2970,"Paranoid state, simple",Y,Y,,,,,89,
2971,Delusional disorder,Y,Y,,,,,89,
2972,Paraphrenia,Y,Y,,,,,89,
2973,Shared psychotic disord,Y,Y,,,,,89,
2978,Paranoid states NEC,Y,Y,,,,,89,
2979,Paranoid state NOS,Y,Y,,,,,89,
2980,React depress psychosis,Y,Y,,,,,89,
2981,Excitativ type psychosis,Y,Y,,,,,89,
2982,Reactive confusion,Y,Y,,,,,89,
2983,Acute paranoid reaction,Y,Y,,,,,89,
2984,Psychogen paranoid psych,Y,Y,,,,,89,
2988,React psychosis NEC/NOS,Y,Y,,,,,89,
2989,Psychosis NOS,Y,Y,,,,,89,
30012,Dissociative amnesia,Y,Y,,,,,90,
30013,Dissociative fugue,Y,Y,,,,,90,
30014,Dissociatve identity dis,Y,Y,,,,,90,
30015,Dissociative react NOS,Y,Y,,,,,90,
3006,Depersonalization disord,Y,Y,,,,,90,
3010,Paranoid personality,Y,Y,,,,,90,
30110,Affectiv personality NOS,Y,Y,,,,,90,
30111,Chronic hypomanic person,Y,Y,,,,,90,
30112,Chr depressive person,Y,Y,,,,,90,
30113,Cyclothymic disorder,Y,Y,,,,,90,
30120,Schizoid personality NOS,Y,Y,,,,,90,
30121,Introverted personality,Y,Y,,,,,90,
30122,Schizotypal person dis,Y,Y,,,,,90,
3013,Explosive personality,Y,Y,,,,,90,
3014,Obsessive-compulsive dis,Y,Y,,,,,90,
30150,Histrionic person NOS,Y,Y,,,,,90,
30151,Chr factitious illness,Y,Y,,,,,90,
30159,Histrionic person NEC,Y,Y,,,,,90,
3016,Dependent personality,Y,Y,,,,,90,
3017,Antisocial personality,Y,Y,,,,,90,
30181,Narcissistic personality,Y,Y,,,,,90,
30182,Avoidant personality dis,Y,Y,,,,,90,
30183,Borderline personality,Y,Y,,,,,90,
30184,Passive-aggressiv person,Y,Y,,,,,90,
30189,Personality disorder NEC,Y,Y,,,,,90,
3019,Personality disorder NOS,Y,Y,,,,,90,
3071,Anorexia nervosa,Y,Y,,,,,94,
30751,Bulimia nervosa,Y,Y,,,,,94,
7581,Patau's syndrome,Y,Y,,,,,96,
7582,Edwards' syndrome,Y,Y,,,,,96,
75831,Cri-du-chat syndrome,Y,Y,,,,,96,
75832,Velo-cardio-facial synd,Y,Y,,,,,96,
75833,Microdeletions NEC,Y,Y,,,,,96,
75839,Autosomal deletions NEC,Y,Y,,,,,96,
7585,Autosomal anomalies NEC,Y,Y,,,,,96,
75981,Prader-willi syndrome,Y,Y,,,,,96,
7580,Down's syndrome,Y,Y,,,,,97,
7586,Gonadal dysgenesis,Y,Y,,,,,97,
7587,Klinefelter's syndrome,Y,Y,,male,,,97,
75881,Oth cond due to sex chrm,Y,Y,,,,,97,
75889,Oth con d/t chrm anm NEC,Y,Y,,,,,97,
7589,Chromosome anomaly NOS,Y,Y,,,,,97,
7594,Conjoined twins,Y,Y,,,age >= 1,,97,
75983,Fragile x syndrome,Y,Y,,,,,97,
75989,Specfied cong anomal NEC,Y,Y,,,,,97,
29900,Autistic disord-current,Y,Y,,,,,102,
29901,Autistic disord-residual,Y,Y,,,,,102,
29910,Childhd disintegr-active,Y,Y,,,,,103,
29911,Childhd disintegr-resid,Y,Y,,,,,103,
29980,Pervasv dev dis-cur NEC,Y,Y,,,,,103,
29981,Pervasv dev dis-res NEC,Y,Y,,,,,103,
29990,Pervasv dev dis-cur NOS,Y,Y,,,,,103,
29991,Pervasv dev dis-res NOS,Y,Y,,,,,103,
80601,C1-c4 fx-cl/com cord les,Y,Y,,,,,106,
80606,C5-c7 fx-cl/com cord les,Y,Y,,,,,106,
80611,C1-c4 fx-op/com cord les,Y,Y,,,,,106,
80616,C5-c7 fx-op/com cord les,Y,Y,,,,,106,
95201,Complete les cord/c1-c4,Y,Y,,,,,106,
95206,Complete les cord/c5-c7,Y,Y,,,,,106,
34400,"Quadriplegia, unspecifd",Y,Y,,,,,107,
34401,"Quadrplg c1-c4, complete",Y,Y,,,,,107,
